Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
BattleBlock Theater,2013-04-03,3.91,"['Linux', 'PC', 'macOS', 'Xbox 360']","['Action', 'Adventure', 'Casual', 'Indie', 'Platformer']","['Xbox 360 Store', 'Steam']","['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Comedy', 'Co-op', 'Difficult', 'Funny', 'Great Soundtrack', 'Level Editor', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Sandbox', 'Singleplayer', 'Split Screen', 'Team-Based', 'Online multiplayer', 'cooperative', 'cats', 'steam-trading-cards', 'stats']"
Far Cry 3 - Blood Dragon,2013-04-30,4.0,"['PC', 'PlayStation 3', 'Xbox 360']",['Shooter'],"['PlayStation Store', 'Xbox 360 Store', 'Steam']","['1980s', 'Partial Controller Support', 'Atmospheric', 'Comedy', 'Cyberpunk', 'Dragons', 'First-Person', 'FPS', 'Funny', 'Futuristic', 'Great Soundtrack', 'Open World', 'Parody', 'Post-apocalyptic', 'Retro', 'Sci-fi', 'Singleplayer', 'Stealth', 'steam-trading-cards']"
Assassin's Creed Syndicate,2015-10-13,3.69,"['PC', 'PlayStation 4', 'Xbox One']",['Action'],"['Epic Games', 'PlayStation Store', 'Xbox Store', 'Steam']","['Partial Controller Support', 'Assassin', 'Atmospheric', 'Co-op', 'Female Protagonist', 'Funny', 'Gore', 'Great Soundtrack', 'Historical', 'Illuminati', 'Multiplayer', 'Open World', 'Parkour', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Third Person', 'cooperative']"
Broken Age,2014-01-28,3.68,"['PC', 'macOS', 'Android', 'Linux', 'iOS', 'Xbox One', 'PS Vita', 'PlayStation 4', 'Nintendo Switch']","['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']","['GOG', 'itch.io', 'Nintendo Store', 'App Store', 'Google Play', 'Xbox Store', 'Steam', 'PlayStation Store']","['2D', 'Full controller support', 'Action-Adventure', 'Steam Cloud', 'Comedy', 'Controller', 'Crowdfunded', 'Episodic', 'Fantasy', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Hand-drawn', 'Kickstarter', 'Point & Click', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'Touch-Friendly', 'Coming Of Age', 'steam-trading-cards']"
Rust,2018-02-09,3.34,"['Xbox One', 'macOS', 'PC', 'Linux']","['Action', 'Shooter', 'RPG', 'Massively Multiplayer', 'Indie']",['Steam'],"['Cross-Platform Multiplayer', 'In-App Purchases', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Building', 'Co-op', 'Crafting', 'Early Access', 'First-Person', 'FPS', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'PvP', 'Sandbox', 'Survival', 'Survival Horror', 'cooperative', 'mmo']"
Rogue Legacy,2013-06-26,3.85,"['PC', 'iOS', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch']","['Action', 'RPG', 'Indie', 'Platformer']","['App Store', 'Steam', 'GOG', 'Xbox Store', 'PlayStation Store', 'Nintendo Store']","['2D', 'Full controller support', 'Steam Achievements', 'Controller', 'Difficult', 'Exploration', 'Fantasy', 'Medieval', 'Metroidvania', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'Replay Value', 'RPG', 'Side Scroller', 'Singleplayer', 'controller support', 'role-playing', 'Roguelike', 'Roguelite', 'steam-trading-cards']"
SUPERHOT,2016-02-24,4.22,"['macOS', 'PC', 'Web', 'Linux', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'Shooter', 'Indie']","['Epic Games', 'Nintendo Store', 'PlayStation Store', 'GOG', 'Xbox Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Bullet Hell', 'Bullet Time', 'Cyberpunk', 'Difficult', 'First-Person', 'FPS', 'Funny', 'Horror', 'Illuminati', 'Kickstarter', 'Minimalist', 'Multiplayer', 'Short', 'Singleplayer', 'Tactical', 'Time Manipulation', 'overlay', 'cloud saves', 'steam-trading-cards']"
METAL GEAR RISING: REVENGEANCE,2013-02-19,4.15,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],"['Google Play', 'Xbox 360 Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Character Action Game', 'Cyberpunk', 'Difficult', 'Fast-Paced', 'Gore', 'Great Soundtrack', 'Hack and Slash', 'Mechs', 'Ninja', 'Replay Value', 'Sci-fi', 'Singleplayer', 'Spectacle fighter', 'Stealth', 'Story Rich', 'Swordplay', 'Third Person']"
Euro Truck Simulator 2,2012-10-19,4.03,"['Linux', 'PC', 'macOS']","['Simulation', 'Indie']",['Steam'],"['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Steam Workshop', 'Driving', 'Economy', 'Exploration', 'First-Person', 'Management', 'Moddable', 'Open World', 'Realistic', 'Relaxing', 'RPG', 'Sandbox', 'Singleplayer', 'TrackIR', 'steam-trading-cards', 'exclusive', 'true exclusive']"
Dragon Age: Inquisition,2014-11-18,3.78,"['PlayStation 3', 'Xbox 360', 'Xbox One', 'PlayStation 4', 'PC']",['RPG'],"['Xbox Store', 'PlayStation Store', 'Xbox 360 Store']","['War', 'character', 'Classes', 'battle', 'race', 'explore']"
Crysis 2 - Maximum Edition,2011-03-22,3.69,['PC'],['Action'],['Steam'],"['3D Vision', 'Aliens', 'Partial Controller Support', 'Atmospheric', 'Benchmark', 'Cyberpunk', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Multiplayer', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival']"
Medal of Honor,2010-10-12,3.19,"['PlayStation 3', 'PC', 'Xbox 360']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['America', 'Controller', 'Co-op', 'First-Person', 'FPS', 'Linear', 'Mature', 'Military', 'Modern', 'Multiplayer', 'Realistic', 'Singleplayer', 'Stealth', 'War', 'cooperative']"
Sins of a Solar Empire: Rebellion,2012-06-12,2.8,['PC'],"['Strategy', 'Indie']",['Steam'],"['4X', 'Includes level editor', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Co-op', 'Diplomacy', 'Exploration', 'Grand Strategy', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Real-Time', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'War', 'Online multiplayer', 'cooperative', 'steam-trading-cards']"
The Binding of Isaac: Rebirth,2014-11-04,4.32,"['PC', 'iOS', 'Nintendo 3DS', 'macOS', 'Linux', 'Wii U', 'PS Vita', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'RPG']","['App Store', 'Xbox Store', 'Nintendo Store', 'Steam', 'PlayStation Store']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Co-op', 'Dark', 'Difficult', 'Dungeon Crawler', 'Gore', 'Great Soundtrack', 'Horror', 'Local Co-Op', 'Pixel Graphics', 'Procedural Generation', 'Remake', 'Replay Value', 'Singleplayer', 'Split Screen', 'Twin Stick Shooter', 'cooperative', 'Roguelite', 'Roguelike', 'steam-trading-cards']"
Neverwinter,2013-06-20,2.95,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG', 'Massively Multiplayer']","['PlayStation Store', 'Steam', 'Xbox Store']","['In-App Purchases', 'Includes level editor', 'Action RPG', 'Atmospheric', 'Character Customization', 'Comedy', 'Co-op', 'Dragons', 'Fantasy', 'Free to Play', 'Hack and Slash', 'MMORPG', 'Multiplayer', 'Open World', 'PvE', 'PvP', 'RPG', 'Third Person', 'Zombies', 'cooperative', 'Dungeons & Dragons', 'mmo', 'steam-trading-cards']"
Wolfenstein: The Old Blood,2015-05-04,4.05,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Shooter']","['GOG', 'PlayStation Store', 'Xbox Store', 'Steam']","['Alternate History', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Blood', 'First-Person', 'FPS', 'Funny', 'Gore', 'Horror', 'Mature', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'War', 'World War II', 'Zombies']"
Shadow of the Colossus (2011),2011-09-22,4.29,['PlayStation 3'],['Action'],['PlayStation Store'],"['Atmospheric', 'Dark', 'Mystery', 'Surreal', 'Story', 'sword', 'water', 'sacrifice']"
Satellite Reign,2015-08-27,2.62,"['macOS', 'Linux', 'PC']","['Action', 'Strategy', 'Indie']","['GOG', 'Steam']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Class-Based', 'Co-op', 'Cyberpunk', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Open World', 'Real-Time', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Stealth', 'Tactical', 'Top-Down', 'achievements', 'Online multiplayer', 'cooperative', 'steam-trading-cards']"
HELL YEAH! Wrath of the Dead Rabbit,2012-09-25,2.52,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Platformer']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Comedy', 'Controller', 'Funny', 'Gore', 'Great Soundtrack', 'Metroidvania', 'Side Scroller', 'Singleplayer']"
Devil May Cry 5,2019-03-08,4.25,"['PC', 'Xbox One', 'PlayStation 4']",['Action'],"['Steam', 'Xbox Store']","['Full controller support', 'Action-Adventure', 'Anime', 'Steam Achievements', 'Atmospheric', 'Character Action Game', 'Demons', 'Great Soundtrack', 'Hack and Slash', 'Nudity', 'Online Co-Op', 'Singleplayer', 'Violent', 'Online multiplayer', '3rd-Person Perspective', 'slasher']"
Renegade Ops,2011-09-13,2.99,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['Xbox 360 Store', 'PlayStation Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Controller', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen', 'Top-Down', 'Twin Stick Shooter', 'cooperative']"
Outland,2011-04-26,2.92,"['Linux', 'PC', 'macOS', 'Xbox 360', 'PlayStation 3']","['Action', 'Adventure', 'Indie', 'Platformer']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Bullet Hell', 'Controller', 'Co-op', 'Difficult', 'Great Soundtrack', 'Metroidvania', 'Multiplayer', 'Singleplayer', 'cooperative', 'steam-trading-cards']"
Deadlight,2012-06-01,3.58,"['PC', 'Xbox 360']","['Action', 'Indie', 'Platformer']","['Xbox 360 Store', 'Steam']","['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Great Soundtrack', 'Horror', 'Noir', 'Parkour', 'Post-apocalyptic', 'Short', 'Side Scroller', 'Singleplayer', 'Story Rich', 'Survival', 'Zombies', 'steam-trading-cards']"
The Evil Within,2014-10-12,3.97,"['PC', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']","['Action', 'Shooter', 'Adventure']","['GOG', 'Xbox Store', 'Xbox 360 Store', 'Steam', 'PlayStation Store']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Dark', 'Difficult', 'Gore', 'Horror', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Walking Simulator', 'Zombies', 'steam-trading-cards']"
Dead Cells,2018-08-07,4.28,"['iOS', 'PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'RPG', 'Indie', 'Platformer']","['App Store', 'itch.io', 'Xbox Store', 'PlayStation Store', 'Nintendo Store', 'GOG', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Early Access', 'Great Soundtrack', 'Hack and Slash', 'Metroidvania', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'Replay Value', 'RPG', 'Side Scroller', 'Singleplayer', 'Roguelike', 'Roguelite']"
Deponia,2012-01-27,3.86,"['Nintendo Switch', 'macOS', 'PC', 'iOS', 'Linux', 'Xbox One', 'PlayStation 4']","['Adventure', 'RPG', 'Indie', 'Puzzle']","['App Store', 'Xbox Store', 'PlayStation Store', 'Steam', 'GOG']","['2D', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Dark Humor', 'Difficult', 'Dystopian', 'Funny', 'Great Soundtrack', 'Hand-drawn', 'Hidden Object', 'Point & Click', 'Sci-fi', 'Singleplayer', 'Steampunk', 'Story Rich', 'achievements', 'steam-trading-cards']"
LEGO The Hobbit,2014-04-08,3.41,"['PC', 'macOS', 'PS Vita', 'PlayStation 4', 'Wii U', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'Nintendo 3DS']","['Action', 'Adventure', 'Family']","['Xbox Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Family Friendly', 'Fantasy', 'Funny', 'LEGO', 'Local Co-Op', 'Multiplayer', 'Open World', 'RPG', 'Singleplayer', 'Split Screen', 'Third Person', 'cooperative']"
Spelunky,2012-07-04,3.7,"['PC', 'PlayStation 3', 'Xbox 360', 'PlayStation 4', 'PS Vita']","['Indie', 'Platformer']","['PlayStation Store', 'Xbox 360 Store', 'Steam', 'GOG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Controller', 'Co-op', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Perma Death', 'Procedural Generation', 'Replay Value', 'Retro', 'Side Scroller', 'Singleplayer', 'Split Screen', 'controller support', 'overlay', 'cooperative', 'Roguelite', 'Roguelike', 'steam-trading-cards']"
Stories: The Path of Destinies,2016-04-11,3.23,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG', 'Indie', 'Platformer']","['Xbox Store', 'GOG', 'Steam', 'PlayStation Store']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Choices Matter', 'Colorful', 'Dynamic Narration', 'Fantasy', 'Great Soundtrack', 'Multiple Endings', 'RPG', 'Singleplayer', 'Swordplay', 'achievements', 'controller support', 'steam-trading-cards']"
SMITE,2015-08-19,3.19,"['PC', 'macOS', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",['Action'],"['Nintendo Store', 'Steam', 'PlayStation Store', 'Xbox Store']","['Steam Achievements', 'Competitive', 'Co-op', 'e-sports', 'Free to Play', 'Funny', 'MMORPG', 'MOBA', 'Multiplayer', 'Mythology', 'Nudity', 'PvP', 'RPG', 'Survival', 'Team-Based', 'Third Person', 'cooperative', 'steam-trading-cards']"
Red Faction: Armageddon,2011-06-07,3.0,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['GOG', 'Xbox 360 Store', 'Steam', 'PlayStation Store']","['Aliens', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Valve Anti-Cheat enabled', 'Co-op', 'Destruction', 'FPS', 'Horror', 'Linear', 'Mars', 'Multiplayer', 'Open World', 'Sci-fi', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative']"
POSTAL 2,2003-04-13,3.89,"['PC', 'Linux', 'macOS']","['Action', 'Shooter', 'Adventure', 'Indie']","['Steam', 'GOG']","['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Classic', 'Comedy', 'Dark Humor', 'Family Friendly', 'First-Person', 'FPS', 'Funny', 'Gore', 'Mature', 'Moddable', 'Multiplayer', 'Open World', 'Sandbox', 'Satire', 'Singleplayer', 'Violent', 'steam-trading-cards', 'exclusive', 'true exclusive']"
Alien Swarm,2010-07-19,3.31,['PC'],['Action'],['Steam'],"['Captions available', 'Includes level editor', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Class-Based', 'Co-op', 'Free to Play', 'Moddable', 'Multiplayer', 'Online Co-Op', 'PvE', 'Sci-fi', 'Singleplayer', 'Survival', 'Team-Based', 'Third Person', 'Third-Person Shooter', 'Top-Down', 'Top-Down Shooter', 'cooperative', 'stats']"
Gone Home,2013-08-14,3.72,"['iOS', 'Linux', 'macOS', 'PlayStation 4', 'Nintendo Switch', 'PC']","['Adventure', 'Indie']","['Epic Games', 'itch.io', 'App Store', 'Nintendo Store', 'GOG', 'Steam']","[""1990's"", 'Captions available', 'Commentary available', 'Full controller support', 'Atmospheric', 'Exploration', 'Female Protagonist', 'First-Person', 'Great Soundtrack', 'Horror', 'Interactive Fiction', 'Mystery', 'Narration', 'Point & Click', 'Realistic', 'Relaxing', 'Romance', 'Short', 'Singleplayer', 'Story Rich', 'Walking Simulator', 'steam-trading-cards', 'LGBTQ+']"
F.E.A.R. 3,2011-03-25,3.29,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Bullet Time', 'Controller', 'Co-op', 'First-Person', 'FPS', 'Gore', 'Horror', 'Mechs', 'Multiplayer', 'Online Co-Op', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'Zombies', 'cooperative']"
Dying Light: The Following - Enhanced Edition,2015-01-26,4.2,"['Linux', 'PC', 'macOS', 'Xbox One', 'PlayStation 4']","['Action', 'RPG']",['Steam'],"['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Crafting', 'First-Person', 'FPS', 'Gore', 'Horror', 'Multiplayer', 'Open World', 'Parkour', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Survival', 'Survival Horror', 'Zombies', 'cooperative', 'steam-trading-cards']"
F.E.A.R.,2005-10-18,4.24,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam']","['Atmospheric', 'Bullet Time', 'Classic', 'Dark', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival Horror', 'Masterpiece']"
Overlord,2007-06-26,3.81,"['Linux', 'PC', 'macOS', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'Steam']","['Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Atmospheric', 'Comedy', 'Dark Humor', 'Fantasy', 'Funny', 'Hack and Slash', 'Multiplayer', 'Open World', 'RPG', 'RTS', 'Singleplayer', 'Story Rich', 'Third Person', 'Villain Protagonist']"
Pillars of Eternity,2015-03-26,3.94,"['Linux', 'PC', 'macOS', 'PlayStation 4', 'Xbox One']",['RPG'],['Steam'],"['Commentary available', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Classic', 'Crowdfunded', 'CRPG', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'Open World', 'Party-Based RPG', 'Real-Time with Pause', 'RPG', 'Singleplayer', 'Story Rich', 'steam-trading-cards']"
Divinity: Original Sin 2,2017-09-14,4.36,"['PlayStation 4', 'Xbox One', 'PC']","['RPG', 'Strategy']","['GOG', 'Steam']","['Full controller support', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Co-op', 'CRPG', 'Early Access', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Isometric', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Split Screen', 'Story Rich', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Tactics', 'achievements', 'in development', 'Online multiplayer', 'cooperative', 'role-playing']"
Red Faction Guerrilla,2009-06-02,3.65,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['Xbox 360 Store', 'PlayStation Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Controller', 'Co-op', 'Destruction', 'FPS', 'Funny', 'Great Soundtrack', 'Mars', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']"
Ryse: Son of Rome,2013-11-22,3.59,"['PC', 'Xbox One']",['Action'],"['Xbox Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Benchmark', 'Co-op', 'Fantasy', 'Gore', 'Hack and Slash', 'Historical', 'Linear', 'Multiplayer', 'Nudity', 'Open World', 'Quick-Time Events', 'Rome', 'RPG', 'Short', 'Singleplayer', 'Third Person', 'War', 'cooperative', 'steam-trading-cards', 'stats']"
Metro: Last Light,2013-05-13,4.08,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']",['Xbox 360 Store'],"['Dark', 'character', 'apocalypse', 'night', 'shoot']"
Minecraft,2009-05-10,4.36,"['Android', 'iOS', 'PS Vita', 'Xbox 360', 'Wii U', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'Xbox One', 'PlayStation 3', 'Linux', 'Nintendo 3DS']","['Action', 'Simulation', 'Arcade']","['Google Play', 'Xbox Store', 'PlayStation Store', 'App Store', 'Nintendo Store']","['Building', 'Crafting', 'Multiplayer', 'Sandbox', '3D', 'procedural-generation', 'cube', 'modding', 'open-world']"
Sid Meier’s Civilization VI,2016-10-20,4.16,"['PlayStation 4', 'macOS', 'PC', 'iOS', 'Xbox One', 'Linux', 'Nintendo Switch']","['Strategy', 'Simulation']","['Xbox Store', 'PlayStation Store', 'App Store', 'Nintendo Store', 'Steam']","['4X', 'Steam Achievements', 'Steam Workshop', 'Cartoon', 'Cartoony', 'Co-op', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Memes', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Open World', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'War', 'steam-trading-cards']"
